Marque,Model,Année,Kilométrage,Code Postal,Prix
CITROEN C1 (2E GENERATION),II 1.0 VTI 72 FEEL 3P,2017,16 980 km,91,12 480 €
BMW SERIE 2 G42 COUPE,(G42) M240I XDRIVE 374 BVA8,2023,11 500 km,31,81 530 €
MAZDA 3 (4E GENERATION),IV 2.0 SKYACTIV-X M-HYBRID 180 10CV SPORTLINE AT,2022,3 780 km,63,30 760 €
PEUGEOT 3008 (2E GENERATION),II (2) 1.2 PURETECH 130 S&S ALLURE,2020,9 476 km,31,34 780 €
PEUGEOT 5008,1.6 HDI 110 FAP CONFORT PACK BV6,2009,155 825 km,95,6 770 €
MINI MINI 3 CLUBMAN,III (2) CLUBMAN 1.5 COOPER 136 FINITION JOHN COOPER WORKS,2018,64 852 km,51,21 510 €
CITROEN C4 (3E GENERATION),III 1.2 PURETECH 155 S&S SHINE PACK EAT8,2022,6 120 km,91,34 140 €
PEUGEOT 308 (2E GENERATION),II (2) 1.2 PURETECH 130 S&S 6CV ALLURE EURO6,2020,99 065 km,68,19 500 €
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S ACTIVE BUSINESS EAT8,2019,42 048 km,78,35 070 €
CITROEN C1 (2E GENERATION),II 1.0 VTI 68 FEEL 3P,2018,139 912 km,66,7 680 €
RENAULT CAPTUR,1.5 DCI 90 ENERGY HELLY HANSEN ECO2,2014,164 891 km,82,12 470 €
VOLKSWAGEN GOLF 8,VIII 2.0 TDI SCR 150 STYLE 1ST DSG7,2019,66 007 km,69,31 840 €
JAGUAR F-PACE,2.0 D 180 R-SPORT BVA,2017,36 211 km,78,47 580 €
OPEL MOKKA X,1.6 DIESEL 136 4X2 BLACK EDITION,2018,112 449 km,84,17 060 €
MINI COUNTRYMAN 2,II ONE D 116 6CV BV6,2017,128 608 km,75,17 740 €
DS DS 3 CROSSBACK,E-TENSE 50KWH 4CV GRAND CHIC AUTOMATIQUE,2019,5 124 km,47,34 700 €
BMW X1 F48,(F48) SDRIVE18I 8CV M SPORT,2018,28 229 km,81,31 590 €
PEUGEOT 508 (2E GENERATION),II HYBRID 225 GT E-EAT8 2021,2020,213 km,33,47 540 €
PEUGEOT 308 (2E GENERATION) SW,II (2) SW 1.5 BLUEHDI 130 S&S GT LINE,2018,40 210 km,18,26 770 €
SEAT LEON 4 ST,IV ST 2.0 TDI 150 S&S XCELLENCE DSG,2020,23 045 km,33,35 830 €
OPEL CROSSLAND X,1.2 82 EDITION,2018,28 229 km,84,16 390 €
OPEL CROSSLAND X,1.2 82 EDITION,2018,28 229 km,84,16 390 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S EAT8 ALLURE PACK,2022,11 km,47,24 840 €
BMW X5 G05,(G05) XDRIVE30DA 265 M SPORT,2018,55 965 km,76,84 240 €
AUDI Q3 (2E GENERATION) SPORTBACK,II SPORTBACK 35 TFSI 150 DESIGN S TRONIC 7,2021,7 490 km,25,51 250 €
PEUGEOT 208,(2) 1.2 PURETECH 82 SIGNATURE 5P,2018,79 082 km,47,13 540 €
DODGE D100,SUPERCAB DUALLY V8 440 CI,1976,77 500 km,67,36 120 €
FIAT 500 X,(2) 1.0 FIREFLY T T3 120 LOUNGE,2021,26 341 km,30,19 930 €
RENAULT CAPTUR,(2) 0.9 TCE 90 INTENS,2020,83 911 km,77,13 540 €
TOYOTA RAV 4 (2E GENERATION),II (2) 115 D-4D GX 5P,2006,119 401 km,44,12 620 €
HYUNDAI I30 (3E GENERATION),III 1.0 T-GDI 120 6CV N LINE,2022,18 977 km,87,25 180 €
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S 7CV SHINE EAT8,2022,7 266 km,13,35 740 €
VOLKSWAGEN UP!,1.0 60 UP! CONCEPT 5P,2015,4 914 km,77,8 620 €
SMART FORFOUR 2,II 60KW ELECTRIQUE PURE,2019,16 913 km,38,15 020 €
PEUGEOT 5008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE EAT8,2018,30 277 km,35,31 660 €
PEUGEOT 208,(2) 1.2 PURETECH 82 STYLE 5P,2015,70 780 km,77,11 100 €
MERCEDES CLASSE E 5 COUPE,V (2) COUPE 220 D AMG LINE 9G-TRONIC,2021,6 420 km,38,79 070 €
JEEP RENEGADE,(2) 1.6 MJET S&S 130 80TH ANNIVERSARY,2022,4 290 km,38,31 330 €
OPEL CORSA 5,V 1.3 ECOTEC DIESEL 95 EDITION 5P,2017,89 957 km,69,10 680 €
MINI MINI 2 3P,II (2) 1.6 184 COOPER S BVA,2012,80 460 km,75,25 470 €
BMW X2 F39,(F39) SDRIVE18DA M SPORT,2018,54 913 km,95,42 660 €
BMW X4 G02,(G02) XDRIVE20DA 190 10CV M SPORT,2020,46 971 km,76,58 180 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S SHINE PACK BV6,2022,10 570 km,31,20 680 €
FORD MUSTANG COUPE,COUPE V8 289 CI GRISE,1965,84 000 km,24,39 200 €
VOLVO XC60 (2E GENERATION),II T8 TWIN ENGINE 390 INSCRIPTION LUXE GEARTRONIC 8,2017,38 706 km,78,57 660 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S 6CV SHINE BV6,2020,6 km,30,20 980 €
MERCEDES CITAN,1.5 109 CDI 90 LONG PRO 3PL,2019,18 192 km,28,19 590 €
CITROEN JUMPER 2,II (2) 33 L2H2 BLUEHDI 120 S&S ATTRACTION BV6,2021,289 km,91,46 770 €
PEUGEOT 208,(2) 1.2 PURETECH 82 S&S ACTIVE 5P,2018,26 433 km,38,14 700 €
CITROEN C4 (3E GENERATION),III 1.5 BLUEHDI 130 S&S FEEL PACK EAT8,2020,9 105 km,13,27 340 €
DS DS 3 CROSSBACK,1.2 PURETECH 100 SO CHIC,2020,32 373 km,84,28 230 €
BMW X4 G02,(G02) XDRIVE20DA 190 XLINE,2020,67 698 km,17,58 320 €
HONDA HR-V 2,II 1.5 I-VTEC 130 EXCLUSIVE NAVI CVT,2015,80 040 km,78,20 760 €
MERCEDES CLK 2 CABRIOLET,II CABRIOLET 500 AVANTGARDE BVA,2004,213 255 km,67,15 970 €
TOYOTA C-HR,1.2 T 2WD DYNAMIC,2018,25 138 km,72,23 780 €
DS DS 7 CROSSBACK,1.6 E-TENSE 225 RIVOLI,2020,11 km,31,56 160 €
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT EAT8,2020,13 km,78,39 220 €
BMW SERIE 1 F40,(F40) 118D 150 8CV M SPORT BVA,2022,4 783 km,38,39 180 €
PEUGEOT 3008 (2E GENERATION),II 1.2 PURETECH 130 S&S ALLURE,2019,30 759 km,91,29 390 €
MERCEDES CLA SHOOTING BRAKE AMG,(2) SHOOTING BRAKE 45 AMG 4MATIC 7G-DCT,2015,67 654 km,56,45 800 €
BMW X1 F48,(F48) SDRIVE18I 8CV LOUNGE,2017,46 133 km,63,25 740 €
BMW SERIE 3 G20,(G20) 330D XDRIVE 286 17CV M SPORT BVA8,2023,12 300 km,38,74 290 €
OPEL CORSA 6,VI MOTEUR ELECTRIQUE 136 CORSA-E ELEGANCE 5P,2022,2 328 km,25,25 050 €
BMW SERIE 2 F45 ACTIVE TOURER,(F45) ACTIVE TOURER 216D BUSINESS BVA6,2016,33 503 km,31,22 210 €
BMW SERIE 1 F20 5 PORTES,(F20) (2) 116DA 116 BUSINESS DESIGN,2019,86 739 km,63,26 230 €
VOLVO XC40,82CH T5 + BUSINESS + DCT-7 RECHARGE 180,2020,10 569 km,06,55 290 €
VOLVO XC60 (2E GENERATION),II (2) RECHARGE T6 340 R-DESIGN GEARTRONIC 8,2020,7 242 km,95,69 830 €
RENAULT TWINGO 3,III 0.9 TCE 90 ENERGY INTENS,2016,24 624 km,64,10 530 €
JAGUAR E-PACE,P300 AWD R-DYNAMIC HSE BVA,2017,98 922 km,51,37 780 €
SEAT ARONA,(2) 1.0 ECOTSI 95 S/S URBAN,2022,2 195 km,17,23 760 €
PEUGEOT 3008 (2E GENERATION),II HYBRID4 300 GT E-EAT8,2022,11 573 km,68,45 450 €
CITROEN C4 (3E GENERATION),III 1.2 PURETECH 130 S&S SHINE BV6,2020,3 661 km,13,27 140 €
TOYOTA C-HR,(2) 1.8 HYBRIDE EDITION MY20,2020,16 992 km,75,30 470 €
MINI COUNTRYMAN 2,II (2) COUNTRYMAN F60 2.0 150 ALL4 COOPER D JOHN COOPER WORKS BVA8,2017,59 547 km,01,34 860 €
AUDI Q3 (2E GENERATION),II 35 TFSI 150 H S LINE S TRONIC 7,2022,23 193 km,77,49 890 €
KIA E-SOUL,150KW DESIGN 64KWH,2020,7 062 km,06,34 910 €
MAZDA MX5 (4E GENERATION) ST,IV ST 2.0 SKYACTIV-G EVAP 184 SELECTION,2020,18 023 km,25,28 920 €
HYUNDAI TUCSON 4,IV 1.6 T-GDI 150 HYBRID 48V INTUITIVE IBVM,2023,12 km,78,33 020 €
MINI COUNTRYMAN 2,II COOPER SE ALL4 HYBRID 136+88 BVA6,2021,7 430 km,95,42 260 €
PEUGEOT ION,ELECTRIQUE,2018,6 157 km,27,14 930 €
VOLKSWAGEN GOLF 7,VII 1.6 TDI 90 BLUEMOTION TECHNOLOGY 5CV TRENDLINE BUSINESS 5P,2018,86 451 km,78,15 660 €
FORD RANGER 3,III (3) 2.0 ECOBLUE 213 5CV DOUBLE CABINE RAPTOR AUTO,2021,20 855 km,67,62 890 €
PEUGEOT 108,1.0 VTI 68 ALLURE TOP! ETG5 5P,2014,52 031 km,17,15 600 €
BMW X3 G01,(G01) XDRIVE20DA 190 LUXURY,2017,43 647 km,78,50 710 €
BMW X5 G05 M,(G05) M50DA 400,2020,86 633 km,31,97 820 €
CITROEN C5 AIRCROSS,1.5 BLUEHDI 130 S&S SHINE EAT8,2020,28 786 km,91,33 580 €
BMW SERIE 2 F45 ACTIVE TOURER,(F45) (2) ACTIVE TOURER 218IA M SPORT,2016,42 906 km,31,31 090 €
BMW X3 G01,(G01) (2) XDRIVE20DA 190 M SPORT,2022,14 000 km,38,61 460 €
CITROEN C3 AIRCROSS,1.5 BLUEHDI 100 S&S SHINE BV6,2017,67 054 km,38,19 190 €
ALFA ROMEO GIULIETTA 3,III (2) 2.0 JTDM 150 S/S EXCLUSIVE,2016,87 089 km,49,19 020 €
CITROEN C3 (3E GENERATION),III 1.5 BLUEHDI 100 S&S FEEL BV6,2020,44 241 km,47,14 050 €
PEUGEOT 208,(2) 1.2 PURETECH 82 STYLE 5P,2019,17 193 km,27,14 860 €
MINI MINI 3 CLUBMAN,III (2) CLUBMAN 1.5 COOPER 136 FINITION JOHN COOPER WORKS,2018,77 005 km,95,24 110 €
RENAULT CLIO 4,IV 1.5 DCI 90 ENERGY BUSINESS ECO2 82G,2015,86 736 km,42,11 910 €
LEXUS UX,2.0 250H 8CV 2WD F SPORT,2020,7 605 km,92,46 680 €
MINI COUNTRYMAN 2,II COOPER 136 EDITION OAKWOOD BVA7,2020,28 451 km,78,32 080 €
CITROEN C4 CACTUS,(2) 1.2 PURETECH 110 S&S FEEL BUSINESS,2018,34 828 km,47,17 730 €
RENAULT CAPTUR,0.9 TCE 90 ENERGY BUSINESS,2016,56 180 km,69,12 100 €
MINI MINI 3 5P,III 1.5 ONE 102 EDITION HEDDON STREET,2019,23 261 km,13,23 170 €
HYUNDAI I30 (3E GENERATION),III 1.6 CRDI 115 EDITION NAVI DCT-7 105G,2020,47 970 km,95,20 770 €
BMW SERIE 1 F21 3 PORTES,(F21) (2) 116I M SPORT,2017,28 949 km,44,25 410 €
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 110 S&S SHINE EAT6,2020,15 904 km,27,26 820 €
PEUGEOT 2008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S 7CV ALLURE EAT8,2020,7 961 km,40,31 280 €
CITROEN C4 CACTUS,(2) 1.2 PURETECH 110 S&S SHINE,2018,47 409 km,91,16 770 €
AUDI A1 (2E GENERATION) SPORTBACK,II 30 TFSI 110 S LINE S TRONIC 7,2019,13 372 km,31,34 030 €
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT LINE EAT8,2019,22 374 km,33,33 580 €
OPEL ASTRA 4 GTC,IV GTC 2.0 CDTI 165 FAP START/STOP PANORAMIQUE,2011,59 499 km,28,16 230 €
MERCEDES CLASSE C 4 CABRIOLET,IV (2) 220 D 4MATIC AMG LINE 9G-TRONIC,2022,117 km,38,76 030 €
BMW SERIE 1 F40,(F40) 120D M SPORT AUTO,2022,11 840 km,34,45 610 €
FIAT 500 X,(3) 1.3 FIREFLY TURBO T4 150 CROSS DCT,2023,12 km,30,28 180 €
HONDA HR-V 2,II 1.6 I-DTEC 120 EXECUTIVE NAVI,2019,32 133 km,35,20 420 €
HYUNDAI I20 (2E GENERATION) COUPE,II COUPE 1.0 T-GDI 100 INTUITIVE,2017,113 894 km,31,10 240 €
FORD MUSTANG 6 COUPE,SHELBY GT500 V8 5.2 760,2019,10 747 km,67,173 690 €
JEEP COMPASS 2,II (2) 1.5 TURBO T4 130 E-HYBRID UPLAND BVR7,2021,1 830 km,38,49 390 €
PEUGEOT 308 (3E GENERATION) SW,1.2 PURETECH 130 E6C S&S ACTIVE,2017,29 733 km,42,22 480 €
RENAULT CLIO 4,IV (2) 1.5 DCI 90 INTENS EDC,2018,52 812 km,45,14 780 €
RENAULT GRAND SCENIC 4,IV 1.6 DCI 160 INTENS EDC 7PL,2016,53 664 km,35,23 500 €
VOLKSWAGEN POLO 6,VI 1.6 TDI 95 CONFORTLINE BUSINESS DSG7,2017,91 355 km,69,19 330 €
AUDI A3 (3E GENERATION) SPORTBACK,III (2) SPORTBACK 2.0 TDI 150 S LINE S TRONIC 7,2016,99 768 km,01,26 050 €
CITROEN E-C4 (3E GENERATION),III E 136 (100 KW) FEEL PACK AUTO,2020,109 km,24,32 680 €
MINI COUNTRYMAN 2,II COOPER S FINITION JCW 190 BV6,2017,28 050 km,84,35 500 €
JEEP COMPASS 2,II 2.0 MJET 140 LIMITED,2018,102 613 km,24,23 210 €
VOLVO XC60 (2E GENERATION),II T8 TWIN ENGINE 390 R-DESIGN GEARTRONIC 8,2019,30 740 km,24,56 070 €
OPEL CORSA 6,VI MOTEUR ELECTRIQUE 136 CORSA-E ELEGANCE 5P,2022,5 157 km,27,33 330 €
AUDI Q8,55 TFSI E S LINE QUATTRO TIPTRONIC,2020,1 265 km,69,137 980 €
PORSCHE MACAN,3.0 V6 GTS,2018,75 225 km,51,82 830 €
CITROEN C4 CACTUS,(2) 1.2 PURETECH 110 S&S SHINE,2019,22 018 km,33,20 280 €
FORD FIESTA 6,VI 1.5 TDCI 85 S&S ST-LINE 5P,2021,70 394 km,91,14 440 €
PEUGEOT PARTNER 2 FOURGON,II (3) 1.6 BLUEHDI 75 STANDARD PREMIUM,2016,113 747 km,69,12 650 €
SEAT ALTEA,(2) 2.0 TDI 140 I-TECH,2016,89 791 km,55,16 800 €
SKODA SUPERB 3 COMBI,III (2) COMBI 2.0 TDI SCR 150 8CV BUSINESS DSG7,2020,18 732 km,30,35 520 €
CITROEN BERLINGO 3,III TAILLE M 650KG BLUEHDI 100 S&S CLUB,2017,108 984 km,24,17 480 €
AUDI Q3,2.0 TDI 140 AMBIENTE QUATTRO S TRONIC 7,2014,60 190 km,55,26 020 €
MERCEDES CLASSE A 4,IV 180 AMG LINE 7G-DCT,2020,14 022 km,76,37 490 €
DACIA DUSTER 2,II 1.5 DCI 115 BLUE PRESTIGE 4X2 E6U,2020,11 km,78,25 860 €
PEUGEOT E-2008 (2E GENERATION),II ELECTRIQUE GT LINE,2019,21 771 km,18,33 230 €
VOLKSWAGEN POLO 6,VI (2) 1.0 TSI 95 STYLE,2021,10 413 km,30,25 380 €
NISSAN MICRA 5,V 1.0 IG-T 92 MADE IN FRANCE,2022,5 029 km,55,18 690 €
DODGE CHALLENGER 2,6.2 V8 707 SRT HELLCAT Wide Body,2018,4 578 km,67,119 790 €
PEUGEOT PARTNER 2 FOURGON,II (3) 1.6 BLUEHDI 100 STANDARD PREMIUM PACK,2019,66 750 km,82,19 830 €
TOYOTA RAV 4 (5E GENERATION),V HYBRIDE AWD 222 LOUNGE,2018,23 880 km,51,47 380 €
AUDI A4 (5E GENERATION) AVANT,V (3) AVANT 35 TDI 163 9CV S LINE S TRONIC,2020,23 247 km,69,55 330 €
JEEP COMPASS 2,II (2) 1.3 PHEV T4 190 4XE LIMITED,2022,9 900 km,27,42 100 €
FIAT DOBLO CARGO,II 1.3 MULTIJET 16V 95CH PACK EURO6 CARGO FOURGON PROFE,2017,55 650 km,16,15 100 €
CITROEN C4 (3E GENERATION),III 1.5 BLUEHDI 130 S&S FEEL PACK EAT8,2022,18 304 km,84,34 870 €
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 110 S&S SHINE BUSINESS EAT6,2017,13 952 km,91,18 850 €
RENAULT KANGOO 2 EXPRESS,II (2) GRAND CONFORT ENERGY DCI 75 E6,2015,91 368 km,29,11 860 €
FIAT 500 X,(2) 1.0 FIREFLY T T3 120 LOUNGE,2021,17 733 km,11,18 360 €
PEUGEOT 3008 (2E GENERATION),II 1.5 BLUEHDI 130 S&S GT LINE EAT8,2019,53 931 km,69,34 980 €
SEAT MII,1.0 75 MII BY COSMOPOLITAN 5P,2018,57 025 km,33,10 910 €
BMW X3 G01,(G01) XDRIVE30DA 265 M SPORT,2017,96 668 km,31,51 820 €
MINI MINI 3 5P,III 1.5 COOPER D 116 FINITION RED HOT CHILI 5P BVA7,2015,64 203 km,63,21 760 €
VOLKSWAGEN GOLF 8,VIII 2.0 TDI 200 GTD DSG7,2022,61 km,92,59 160 €
BMW X1 E84,(E84) XDRIVE28IA 258 CONFORT,2011,111 969 km,75,21 300 €
CITROEN C3 AIRCROSS,1.6 BLUEHDI 100 S&S 96G SHINE BUSINESS,2019,84 582 km,27,18 860 €
CITROEN GRAND C4 SPACETOURER,1.2 PURETECH 130 S&S FEEL BV6,2022,3 691 km,42,33 020 €
PEUGEOT 208 (2E GENERATION),II 1.2 PURETECH 100 S&S ALLURE,2022,13 640 km,78,21 430 €
RENAULT TRAFIC 3,III FOURGON GRAND-CONFORT L1H1 1000 DCI 90,2017,110 224 km,10,19 080 €
MINI MINI 3 3P,III 1.2 102 ONE BVA,2018,61 439 km,31,24 470 €
MINI MINI 3 3P,III 1.2 102 ONE EDITION MARYLEBONE,2014,73 469 km,31,17 750 €
CITROEN C3 (3E GENERATION),III 1.2 PURETECH 110 S&S GRAPHIC BV6,2020,36 784 km,30,17 530 €
MINI MINI 3 5P,III 1.5 COOPER 136 EDITION HEDDON STREET,2020,30 157 km,60,28 880 €
BMW SERIE 2 F44 GRAN COUPE,(F44) GRAN COUPE M235I XDRIVE 306 BVA8,2021,9 917 km,92,58 960 €
VOLKSWAGEN TIGUAN,(2) 2.0 TDI 177 BLUEMOTION TECHNOLOGY CARAT 4MOTION DSG 7,2012,131 469 km,14,20 460 €
MERCEDES CLASSE A 3 AMG,III 45 AMG 4MATIC,2014,78 567 km,95,36 820 €
PEUGEOT 308 (2E GENERATION) GTI,II 1.6 THP 270 S&S GTI,2014,55 822 km,69,28 230 €
SEAT ALHAMBRA 2,II (2) 2.0 TDI 150 S&S STYLE,2018,23 612 km,51,35 680 €
PORSCHE 911 TYPE 991,(991) (2) 3.0 420 CARRERA S PDK,2015,24 750 km,51,118 690 €
BMW X1 F48,(F48) SDRIVE18D XLINE BVA8,2017,93 862 km,31,33 580 €
RENAULT MEGANE 4 ESTATE,IV ESTATE 1.3 TCE 140 ENERGY INTENS,2018,25 476 km,51,21 810 €
OPEL CORSA 4,IV (2) 1.2 TWINPORT 85 ESSENTIA 3P,2009,99 497 km,07,6 080 €
MERCEDES CLA,(2) 220 D 10CV FASCINATION 7G-DCT,2018,46 566 km,38,37 380 €
TOYOTA C-HR,(2) 1.8 HYBRIDE DYNAMIC BUSINESS + PROGRAMME BEYOND ZERO ACADEMY MY20,2020,15 549 km,94,27 470 €
KIA EV6,774 KWH AIR DESIGN,2022,116 km,71,57 410 €
FIAT 500 (2E GENERATION),II (2) 1.2 8V 69 LOUNGE,2018,48 427 km,11,12 520 €
VOLKSWAGEN TIGUAN 2,II (2) 1.5 TSI 130 ACTIVE BMV6,2022,7 717 km,38,34 630 €
SUZUKI SX4 S-CROSS,(2) 1.4 BOOSTERJET HYBRID STYLE ALLGRIP,2019,27 030 km,77,22 240 €
PEUGEOT 3008 (2E GENERATION),II 1.6 THP 165 S&S GT LINE EAT6,2017,44 854 km,47,27 810 €
RENAULT ZOE,LIFE CHARGE RAPIDE TYPE 2,2014,101 901 km,87,9 900 €
PEUGEOT EXPERT 3 FOURGON,III 2.0 BLUEHDI 120 S&S STANDARD PREMIUM PACK,2016,55 698 km,68,26 170 €
FORD PUMA 2,II 1.0 ECOBOOST 125 MHEV S&S TITANIUM BVM6,2020,12 km,82,30 080 €
MERCEDES CLA 2 SHOOTING BRAKE,II SHOOTING BRAKE 180 D AMG LINE,2021,23 161 km,38,37 890 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S SHINE PACK BV6,2022,11 km,78,21 120 €
SKODA KAROQ,2.0 TDI 150 SCR STYLE 4X4 DSG7,2017,114 480 km,31,26 430 €
SEAT LEON 3,III (2) 2.0 TDI 150 START/STOP FR DSG,2018,65 821 km,06,23 310 €
BMW X1 F48,(F48) SDRIVE18I 8CV XLINE DKG7,2017,50 326 km,95,37 160 €
PEUGEOT 108,1.0 VTI 72 STYLE 5P E6,2019,60 516 km,72,11 480 €
PORSCHE 911 TYPE 991,(991) (2) CARRERA GTS,2018,59 885 km,31,174 150 €
BMW SERIE 2 F45 ACTIVE TOURER,(F45) ACTIVE TOURER 218I LUXURY BVA8,2014,100 742 km,78,21 830 €
OPEL ASTRA 5,V 1.4 TURBO 125 INNOVATION,2017,32 458 km,84,16 890 €
AUDI A1 (2E GENERATION) CITYCARVER,II CITYCARVER 1.0 30 TFSI 110 DESIGN STRONIC 7,2022,10 450 km,17,32 540 €
BMW X5 G05,(G05) XDRIVE40D 340 XLINE BVA8,2022,11 100 km,31,111 970 €
PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ACTIVE BUSINESS,2019,89 264 km,10,15 470 €
BMW SERIE 5 F10,(F10) (2) 525D 218 BUSINESS BVA8,2013,136 950 km,67,21 890 €
JAGUAR XK8 COUPE,COUPE 4.2 BVA,2007,93 919 km,75,31 200 €
MERCEDES CLASSE A 3,III (2) 180 D INSPIRATION 7G-DCT,2016,82 187 km,27,23 970 €
NISSAN MICRA 5,V 1.0 IG-T 100 BUSINESS EDITION,2020,25 994 km,78,15 530 €
FIAT 500 X,(2) 1.0 FIREFLY T T3 120 LOUNGE,2021,23 984 km,30,18 710 €
RENAULT KADJAR,1.2 TCE 130 ENERGY INTENS,2017,38 061 km,78,20 150 €
CITROEN C4 (3E GENERATION),III 1.2 PURETECH 130 S&S FEEL PACK BV6,2022,12 km,30,29 620 €
RENAULT MEGANE 3,III (2) 1.2 TCE 115 ENERGY LIMITED,2015,152 488 km,10,9 730 €
PEUGEOT 3008 (2E GENERATION),II (2) 1.2 PURETECH 130 S&S GT EAT8,2022,26 760 km,68,38 380 €
HYUNDAI I20 (3E GENERATION),III 1.0 T-GDI 100 HYBRID 48V CREATIVE,2022,3 255 km,25,20 460 €
DACIA LOGAN 2 MCV,II (2) MCV 0.9 TCE 90 STEPWAY,2018,73 900 km,38,12 750 €
TOYOTA YARIS 3,III (3) 110 VVT-I ULTIMATE CVT 5P,2021,12 190 km,77,16 410 €
MINI COUNTRYMAN 2,II ONE 102 EDITION OAKWOOD BV6,2019,43 117 km,13,25 340 €
CITROEN C1 (2E GENERATION),II 1.0 VTI 72 S&S MILLENIUM,2020,2 852 km,13,12 410 €
AUDI A3 (4E GENERATION) SPORTBACK,IV SPORTBACK 35 TDI 150 DESIGN S TRONIC 7,2021,18 960 km,31,35 470 €
MERCEDES CLASSE C 3,III 220 CDI CLASSIC BVA,2006,207 691 km,72,10 680 €
SMART FORTWO 3 CABRIO,III CABRIO 0.9 URBANSHADOW EDITION BVA6,2016,35 124 km,92,19 060 €
BMW X3 G01,(G01) SDRIVE18DA 150 8CV XLINE,2018,61 169 km,31,40 260 €
PEUGEOT 308 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S 7CV ALLURE,2019,27 871 km,47,27 480 €
CITROEN C5 AIRCROSS,1.6 PURETECH 180 S&S FEEL EAT8,2020,48 834 km,77,29 070 €
DACIA DUSTER,(2) 1.2 TCE 125 PRESTIGE 4X2,2017,69 450 km,14,16 980 €
MINI MINI 3 3P,III 1.5 COOPER 136 EDITION HEDDON STREET DCT7,2019,122 565 km,76,22 190 €
DS DS 3 CROSSBACK,1.2 PURETECH 130 GRAND CHIC AUTOMATIQUE,2021,31 067 km,27,35 980 €
PEUGEOT 3008 (2E GENERATION),II (2) 1.5 BLUEHDI 130 S&S ACTIVE PACK EAT8,2020,21 732 km,17,35 880 €
MERCEDES CLASSE A 3,III (2) 160 D INTUITION 7G-DCT,2014,69 730 km,95,20 510 €
BMW SERIE 1 F40,(F40) 118I 140 EDITION SPORT DKG7,2019,18 219 km,84,36 880 €
SKODA KODIAQ,2.0 TDI 150 SCR 4X4 AMBITION DSG7 7PL,2019,46 699 km,76,37 180 €
VOLKSWAGEN SCIROCCO 2,II 2.0 TDI 140 FAP SPORTLINE,2009,189 112 km,75,8 230 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 83 S&S FEEL BUSINESS,2022,7 190 km,47,17 920 €
AUDI A1 (2E GENERATION) SPORTBACK,II 30 TFSI 110 S LINE S TRONIC 7,2022,25 307 km,17,32 640 €
CITROEN C4 (2E GENERATION),II (2) 1.6 BLUEHDI 100 FEEL,2016,157 722 km,40,10 050 €
AUDI S3 (3E GENERATION) BERLINE,III (2) BERLINE 2.0 TFSI 310 20CV QUATTRO S TRONIC 7,2016,64 032 km,77,43 980 €
AUDI Q2,(2) 35 TFSI 150 ADVANCED S TRONIC,2022,12 394 km,16,36 700 €
ALFA ROMEO GIULIETTA 3,III (2) 1.4 TJET 120 S/S DISTINCTIVE,2016,67 714 km,27,15 710 €
AUDI A5,3.0 V6 TDI 240 QUATTRO S LINE,2012,227 858 km,31,12 700 €
CITROEN C3 (3E GENERATION),III (2) 1.2 PURETECH 110 S&S 6CV SHINE BV6,2020,12 795 km,13,18 640 €
TOYOTA C-HR,1.8 HYBRIDE 122 EDITION,2017,53 587 km,78,25 390 €
DODGE RAM,1500 5.7 V8 WARLOCK EDITION,2021,118 km,67,80 120 €
AUDI A3 (2E GENERATION) SPORTBACK,II (2) SPORTBACK 1.4 TFSI 125 AMBITION,2013,172 280 km,76,12 960 €
MINI MINI 3 5P,III ONE 102 FINITION SALT BVA7 5P,2017,19 620 km,31,25 050 €
BMW SERIE 1 F40,(F40) 118I 140 LUXURY DKG7,2021,25 028 km,31,35 540 €
VOLVO C40,RECHARGE TWIN 408 FIRST EDITION,2022,2 650 km,02,64 820 €
LAND ROVER DISCOVERY SPORT,(2) 2.0 D150 SE 4WD AUTO,2019,23 688 km,10,70 780 €
SUBARU FORESTER 5,V 2.0 E-BOXER 150 4WD PREMIUM LINEARTRONIC,2022,11 km,25,47 290 €
CITROEN C3 (3E GENERATION),III (2) 1.5 BLUEHDI 100 S&S FEEL BUSINESS BV6,2019,60 686 km,30,15 980 €
MERCEDES GLA,200 SENSATION 7G-DCT,2019,62 734 km,27,32 920 €
BMW SERIE 1 F40,(F40) M135I 306 XDRIVE BVA8,2021,15 381 km,92,57 200 €
